Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:24:14 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:24:19 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:24:25 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:24:30 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:24:35 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:24:40 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:24:45 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:24:51 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:24:56 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:01 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:06 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:11 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:17 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:22 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:27 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:32 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:25:37 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:43 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:25:48 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:53 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:25:58 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:04 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:09 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:14 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:19 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:24 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:30 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:35 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:26:40 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:45 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:50 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:26:56 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:01 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:27:06 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:11 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:17 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:22 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:27 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:32 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:37 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:43 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:48 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:27:53 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:27:58 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:28:03 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:28:09 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:28:14 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:28:19 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:28:24 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:28:30 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:28:35 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:28:40 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:28:45 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:28:50 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:28:56 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:29:01 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:29:06 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:29:11 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:29:16 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:29:22 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:29:27 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:29:32 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:29:37 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:29:43 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:29:48 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:29:53 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:29:58 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:30:04 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:30:09 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:30:14 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:30:19 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:30:24 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:30:30 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:30:35 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:30:40 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:30:45 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:30:50 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:30:56 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:01 AM, Temp C: 20.9375, TempF: 69.6875
12/10/2025 12:31:06 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:11 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:17 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:22 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:27 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:32 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:37 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:43 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:48 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:53 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:31:58 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:03 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:09 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:14 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:19 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:24 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:29 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:35 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:40 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:45 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:50 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:32:55 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:33:01 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:33:06 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:33:11 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:33:16 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:33:22 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:33:27 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:33:32 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:33:37 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:33:42 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:33:48 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:33:53 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:33:58 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:03 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:08 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:14 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:19 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:24 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:29 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:35 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:40 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:45 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:50 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:34:55 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:01 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:06 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:11 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:16 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:22 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:27 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:32 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:37 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:42 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:48 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:53 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:35:58 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:03 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:08 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:14 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:19 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:36:24 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:29 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:34 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:40 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:45 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:50 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:36:55 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:01 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:06 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:11 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:16 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:21 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:27 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:32 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:37 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:42 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:47 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:53 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:37:58 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:03 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:08 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:13 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:19 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:24 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:29 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:34 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:39 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:38:45 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:50 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:38:55 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:39:00 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:39:06 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:39:11 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:39:16 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:39:21 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:39:26 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:39:32 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:39:37 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:39:42 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:39:47 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:39:52 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:39:58 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:40:03 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:40:08 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:40:13 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:40:18 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:40:24 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:40:29 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:40:34 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:40:39 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:40:45 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:40:50 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:40:55 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:00 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:05 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:11 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:16 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:41:21 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:26 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:31 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:37 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:42 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:47 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:41:52 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:41:57 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:42:03 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:42:08 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:42:13 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:42:18 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:42:24 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:42:29 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:42:34 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:42:39 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:42:44 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:42:50 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:42:55 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:00 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:05 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:11 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:16 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:21 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:26 AM, Temp C: 21.125, TempF: 70.025
12/10/2025 12:43:31 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:37 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:42 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:47 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:52 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:43:57 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:03 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:08 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:13 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:18 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:24 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:29 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:34 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:39 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:44 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:50 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:44:55 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:00 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:05 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:10 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:16 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:21 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:26 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:31 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:37 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:42 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:47 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:52 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:45:57 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:03 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:08 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:13 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:18 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:23 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:29 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:34 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:39 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:44 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:49 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:46:55 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:00 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:05 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:10 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:16 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:21 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:26 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:31 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:36 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:42 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:47 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:52 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:47:57 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:02 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:08 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:13 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:18 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:23 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:28 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:34 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:39 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:44 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:49 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:48:54 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:00 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:05 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:10 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:15 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:21 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:26 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:31 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:36 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:41 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:47 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:52 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:49:57 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:02 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:07 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:13 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:18 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:23 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:28 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:34 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:39 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:44 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:49 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:50:54 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:51:00 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:51:05 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:51:10 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:51:15 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:51:20 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:51:26 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:51:31 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:51:36 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:51:41 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:51:47 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:51:52 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:51:57 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:52:02 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:52:07 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:52:13 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:52:18 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:52:23 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:52:28 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:52:34 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:52:39 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:52:44 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:52:49 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:52:54 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:53:00 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:53:05 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:53:10 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:53:15 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:53:20 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:53:26 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:53:31 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:53:36 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:53:41 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:53:46 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:53:52 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:53:57 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:02 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:07 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:13 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:54:18 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:23 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:28 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:33 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:39 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:44 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:49 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:54 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:54:59 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:05 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:10 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:15 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:20 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:25 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:31 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:55:36 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:41 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:46 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:51 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:55:57 AM, Temp C: 21.0625, TempF: 69.9125
12/10/2025 12:56:02 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:07 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:12 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:17 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:23 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:28 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:33 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:39 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:44 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:49 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:54 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:56:59 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:05 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:10 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:15 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:20 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:25 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:31 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:36 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:41 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:46 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:51 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:57:57 AM, Temp C: 21, TempF: 69.8
12/10/2025 12:58:02 AM, Temp C: 21, TempF: 69.8
